Store Name,number,streetaddr,strcity,strstate,zipcode,phone-number,Longitude,Latitude
"Walmart Supercenter - Grundy,",#3303,1179 Riverview St,Grundy,VA,24614,(276) 244-3007,-82.10183,37.27815
"Walmart Supercenter - Haymarket,",#3077,6530 Trading Sq; I-66 Exit 40,Haymarket,VA,20169,(703) 468-2445,-77.645291,38.816801
"Walmart Supercenter - Jonesville,",#3772,Rr #2 Box 3160,Jonesville,VA,24263,(276) 346-2860,-83.100973,36.726402
"Walmart Supercenter - Kilmarnock,",#4350,200 Old Fair Grounds Way,Kilmarnock,VA,22482,(804) 435-6148,-76.388081,37.727171
"Walmart Supercenter - King George,",#5779,16735 Merchant Ln,King George,VA,22448,(540) 413-3037,-77.055913,38.35096
"Walmart - Locust Grove,",#5731,2533 Germanna Hwy,Locust Grove,VA,22508,(540) 317-2185,-77.769575,38.37193
"Walmart Supercenter - Lynchburg,",#4697,3227 Old Forest Rd,Lynchburg,VA,24501,(434)200-9132,-79.21057,37.411493
"Walmart Supercenter - Midlothian,",#2808,12200 Chattanooga Plaza,Midlothian,VA,23112,(804) 744-8437,-77.620664,37.430976
"Wm Nbrhd Mkt - Newport News,",#3157,11214 Jefferson Ave,Newport News,VA,23601,(757) 327-7473,-76.466199,37.060728
"Walmart Supercenter - Newport News,",#4623,6111 Jefferson Ave,Newport News,VA,23605,(757) 637-4205,-76.446952,37.02143
"Wm Nbrhd Mkt - Norfolk,",#5755,1720 E Little Creek Rd,Norfolk,VA,23502,(757) 480-0654,-76.228201,36.917616
"Walmart Supercenter - Onley,",#4378,26036 Lankford Hwy,Onley,VA,23418,(757)302-4089,-75.723095,37.685893
"Walmart Supercenter - Powhatan,",#5847,1950 Anderson Hwy,Powhatan,VA,23139,(804) 464-9887,-77.777952,37.511999
"Walmart Supercenter - Richmond,",#3869,1504 North Parham Rd,Richmond,VA,23229,(804) 270-6034,-77.565123,37.603767
"Walmart Supercenter - Richmond,",#4191,6920 Forest Ave; I-64 Exit 183,Richmond,VA,23230,(804) 774-2236,-77.524932,37.602925
"Walmart Supercenter - Roanoke,",#1301,5350 Clearbrook Village Ln,Roanoke,VA,24014,(540) 772-3892,-79.950935,37.206587
"Walmart Supercenter - Ruckersville,",#4638,135 Stoneridge Dr,Ruckersville,VA,22968,(434)990-6013,-78.371907,38.235178
"Walmart Supercenter - Stuart,",#3770,19265 Jeb Stuart Hwy,Stuart,VA,24171,(276) 694-2520,-80.246264,36.641089
"Walmart Supercenter - Tysons Corner,",#5936,1500B Cornerside Blvd,Vienna,VA,22182,(571) 623-3300,-77.243829,38.930065
"Wm Nbrhd Mkt - Virginia Beach,",#4220,3201 Holland Rd,Virginia Beach,VA,23453,(757) 821-7674,-76.082161,36.791126
"Wm Nbrhd Mkt - Williamsburg,",#5754,4670 Casey Blvd,Williamsburg,VA,23188,(757) 603-4600,-76.751098,37.275702
"Walmart Supercenter - Winchester,",#4514,201 Maranto Manor Dr,Winchester,VA,22602,(540) 868-5076,-78.149459,39.083417
"Walmart - St Albans,",#2332,700 Tuckers Way; I-89 Exit 20,St Albans,VT,05478,(802) 528-4110,-73.085474,44.842785
"Walmart Supercenter - Battle Ground,",#5929,1201 SW 13th Ave,Battle Ground,WA,98604,(360) 723-9004,-122.545707,45.769973
"Walmart Supercenter - Bellevue,",#5939,12620 SE 41st Place,Bellevue,WA,98006,(425) 201-7543,-122.173958,47.572408
"Wm Nbrhd Mkt - Bellevue,",#3098,15063 Main St,Bellevue,WA,98007,(425) 643-9054,-122.141406,47.609066
"Walmart Supercenter - Chelan ,",#3754,108 Apple Blossom Dr,Chelan,WA,98816,(509) 682-4291,-119.989052,47.842553
"Walmart Supercenter - Clarkston,",#2006,306 5th St,Clarkston,WA,99403,(509) 758-8532,-117.047849,46.422968
"Walmart - Everett (W) ,",#5195,11400 Evergreen Way/hwy 99,Everett,WA,98204,(425) 923-1740,-122.256612,47.89359
"Walmart Supercenter - Lakewood ,",#3537,7001 Bridgeport Way West,Lakewood,WA,98499,(253) 512-0949,-122.518093,47.194009
"Walmart Supercenter - Longview,",#2469,540 7th Ave,Longview,WA,98632,(360) 414-9665,-122.931071,46.11965
"Wm Nbrhd Mkt - Lynnwood,",#5678,17222 Hwy 99,Lynnwood,WA,98037,(425) 245-0795,-122.299307,47.841795
"Walmart Supercenter - Marysville ,",#3801,8713 64th St NE,Marysville,WA,98270,(360) 386-3004,-122.108989,48.054309
"Walmart Supercenter - Pullman,",#1870,1690 SE Harvest Dr,Pullman,WA,99163,(509) 334-2990,-117.03567,46.733951
"Walmart Supercenter - Puyallup (S),",#3525,16502 Meridan Ave. East,Puyallup,WA,98375,(253) 446-1741,-122.295427,47.106052
"Walmart Supercenter - Spokane Valley,",#5883,5025 E Sprague Ave,Spokane Valley,WA,99212,(509) 795-3491,-117.336406,47.658608
"Walmart Supercenter - Spokane,",#4394,1221 S Hayford Rd,Spokane,WA,99224,(509) 459-0602,-117.558307,47.644452
"Wm Nbrhd Mkt - Tacoma,",#4137,1965 S Union Ave,Tacoma,WA,98405,(253) 414-9526,-122.480896,47.239844
"Walmart Supercenter - Tumwater,",#3850,5900 Littlerock Rd SW,Tumwater,WA,98512,(360) 350-6019,-122.920221,46.994693
"Wm Nbrhd Mkt - Vancouver,",#3052,7809 NE Vanvouver Plaza DR; I-205 Exit 30,Vancouver,WA,98662,(360) 553-3739,-122.592408,45.649408
"Walmart Supercenter - Woodland,",#3742,1486 Dike Access Rd,Woodland,WA,98674,(360) 841-9131,-122.761109,45.928579
"Walmart Supercenter - Yakima,",#5078,6600 W Nob Hill Blvd,Yakima,WA,98908,(509) 966-0478,-120.597043,46.583911
"Walmart Supercenter - Yelm,",#3705,17100 State Route 507 Se,Yelm,WA,98597,(360) 400-8050,-122.577568,46.933837
"Walmart Supercenter - Germantown,",#1515,W 190 N 9855 Appleton Ave,Germantown,WI,53022,(262) 255-1285,-88.14484,43.19616
"Walmart Supercenter - Greendale,",#5668,5301 S 76th St,Greendale,WI,53129,(414) 978-9016 (NOP),-88.008903,42.948102
"Walmart Supercenter - Hartford,",#5463,1220 Thief St,Hartford,WI,53027,(262) 670-5803,-88.401105,43.32427
"Walmart Supercenter - Jefferson,",#3499,1520 State Hwy 26,Jefferson,WI,53549,(920) 674-2258,-88.809012,42.987486
"Walmart Supercenter - Ladysmith,",#4281,800 West 10th St South,Ladysmith,WI,54848,(715) 532-2039,-91.112857,45.457211
"Walmart Supercenter - Medford,",#3643,1010 N 8th St,Medford,WI,54451,(715) 748-9000,-90.331661,45.153526
"Wm Nbrhd Mkt - Milwaukee,",#5697,7025 W Main St,Milwaukee,WI,53214,(414) 203-0392,-88.001314,43.025755
"Walmart Supercenter - Monona,",#3857,2151 Royal Ave,Monona,WI,53713,(608) 226-0913,-89.351686,43.042716
"Wm Nbrhd Mkt - Mt Pleasant,",#5695,5625 Washington Ave,Mt Pleasant,WI,53406,(262) 504-2048,-87.848373,42.717918
"Walmart Supercenter - Muskego,",#4677,W 159 S 6530 Moorland Rd,Muskego,WI,53150,(414) 209-0317,-88.111735,42.926598
"Walmart Supercenter - South Milwaukee,",#5667,222 N Chicago Ave,South Milwaukee,WI,53172,(414) 501-1121,-87.860878,42.927656
"Wm Nbrhd Mkt - Waukesha,",#5698,S14 W22605 Coral Dr,Wauhesha,WI,53186,(262) 225-6300,-88.198648,43.016611
"Wm Nbrhd Mkt - Wauwatose,",#3030,3850 N 124th St; Hwy 45 Exit 44,Wauwatosa,WI,53222,(414) 203-4362,-88.066269,43.086953
"Walmart Supercenter - West Milwaukee,",#5669,4140 W Greenfield,West Milwaukee,WI,53215,(414) 978-2004 (NOP),-87.96547,43.017277
"Walmart Supercenter - Wisconsin Dells , Gas,",#3505,130 Commerce St,Wisconsin Dells,WI,53965,(608) 253-3490,-89.812308,43.585706
"Walmart Pharmacy/Clinic - Charleston,",#2219,2500 Cherokee Ave Se,Charleston,WV,25304,(304) 342-0166,-81.614651,38.331866
"Walmart Supercenter - Crosslanes,",#2576,100 Nitro Marketplace,Crosslanes,WV,25313,(304) 769-0100,-81.808587,38.411797
"Walmart Supercenter - Fayetteville,",#1360,204 Town Center Rd,Fayetteville,WV,25840,(304) 574-1086,-81.120638,38.034159
"Walmart Supercenter - Kingwood,",#4372,100 Walmart Dr,Kingwood,WV,26537,(304) 329-4020,-79.733975,39.48625
"Walmart Supercenter - Casper (W) ,",#3778,4255 Cy Ave,Casper,WY,82604,(307) 232-9593,-106.373175,42.818103
"Wm Nbrhd Mkt - Birmingham ,",#4504,312 Palisades Blvd,Birmingham,AL,35209,(205) 870-8101,-86.820963,33.467775
"Walmart Supercenter - Millbrook ,",#4318,145 Kelley Blvd,Millbrook,AL,36054,(334) 285-0311,-86.399215,32.494634
"Walmart Supercenter - Montgomery,",#4407,10710 Chantilly Pkwy,Montgomery,AL,36117,(334) 272-7377,-86.133813,32.355393
"Walmart Supercenter - Montgomery (C) , Gas/Diesel,",#5348,851 Ann St,Montgomery,AL,36107,(334) 223-7177,-86.269382,32.370347
"Wm Nbrhd Mkt - Fayetteville ,",#5737,3475 W Black Forest Dr,Fayetteville,AR,72704,(479) 442-1778,-94.20988,36.076839
"Wm Nbrhd Mkt - Fort Smith ,",#2744,4900 Rogers Ave.-suite 101j,Fort Smith,AR,72903,(479) 484-9122,-94.37788,35.364696
"Wm Nbrhd Mkt - Little Rock,",#5666,2510 Cantrell Rd,Little Rock,AR,72202,(501) 707-3602,-92.303559,34.758211
"Walmart Supercenter - Lonoke,",#0169,322 Brownsville Loop,Lonoke,AR,72086,(501) 676-3191,-91.892926,34.805371
"Walmart Supercenter - North Little Rock , Gas/Diesel,",#1105,4450 E Mccain Blvd,North Little Rock,AR,72117,(501) 945-2700,-92.214805,34.787428
"Walmart Express - Rogers ,",#5837,5000 Pauline Whitaker Pkwy,Rogers,AR,72758,(479) 254-1004,-94.18581,36.296098
"Walmart Supercenter - Benson ,",#3807,201 South Prickly Pear Ave.,Benson,AZ,85602,(520) 586-0742,-110.31409,31.96951
"Walmart Supercenter - Buckeye,",#3407,1060 South Watson,Buckeye,AZ,85326,(623) 474-6728,-112.559167,33.43785
"Walmart Supercenter - Flagstaff ,",#4252,2601 E Huntington Dr,Flagstaff,AZ,86004,(928) 774-3409,-111.614861,35.198849
"Walmart Supercenter - Phoenix , Gas,",#5190,2501 West Happy Valley Rd,Phoenix,AZ,85085,(623) 780-5702,-112.112877,33.709235
"Walmart Supercenter - Sahuarita ,",#1411,18680 S Nogales Hwy,Sahuarita,AZ,85629,(520) 625-3808,-110.981827,31.911651
"Walmart - Tucson,",#5626,1260 East Tucson Marketplace,Tucson,AZ,85713,(420) 917-0108,-110.95159,32.18622
"Wm Nbrhd Mkt - Tucson ,",#4473,2175 West Ruthrauff Rd,Tucson,AZ,85705,(520) 292-2542,-111.012969,32.293638
"Walmart Supercenter - Tucson, (Marana),",#5031,8280 North Cortaro,Tucson,AZ,85743,(520) 744-3652,-111.090062,32.355598
"Walmart Supercenter - Yuma ,",#4325,8151 East 32nd St,Yuma,AZ,85365,(928) 344-5974,-114.493401,32.669209
"Wm Nbrhd Mkt - Anaheim,",#5640,1120 S Anaheim Blvd,Anaheim,CA,92805,(657) 208-5201,-117.907932,33.819176
"Walmart Supercenter - Anderson ,",#5133,5000 Rhonda Rd,Anderson,CA,96007,(530) 378-0244,-122.288763,40.431879
"Wm Nbrhd Mkt - Downey,",#5603,12270 Paramount Blvd,Downey,CA,90242,(562) 622-4891,-118.148201,33.928275
"Walmart Supercenter - Encinitas,",#5886,1550 Leucadia Blvd,Encinitas,CA,92024,(760) 704-0243,-117.265851,33.068309
"Walmart - Fremont (W) ,",#5426,40580 Albrae St,Fremont,CA,94538,(510) 440-8060,-121.986147,37.519426
"Wm Nbrhd Mkt - Granite Bay,",#5980,4080 Douglas Blvd,Granite Bay,CA,95746,(916) 380-3252,-121.224949,38.743124
"Wm Nbrhd Mkt - Hayward,",#5631,2480 Whipple Rd,Hayward,CA,94544,99999999999,-122.064122,37.606462
"Walmart Supercenter - Hesperia,",#4340,13401 Main St,Hesperia,CA,92345,(760) 948-4851,-117.371471,34.425964
"Walmart Supercenter - Irvine,",#5644,16555 Von Karman Ave,Irvine,CA,92606,(949) 623-7467,-117.834973,33.698287
"Wm Nbrhd Mkt - Lincoln,",#5979,255 Lincoln Blvd,Lincoln,CA,95648,(916) 209-5129,-121.292341,38.888501
"Wm Nbrhd Mkt - Panorama City,",#5605,14530 Nordhoff St,Panorama City,CA,91402,(818) 672-0142,-118.449074,34.235011
"Wm Nbrhd Mkt - Rancho Santa Margarita,",#5600,30491 Avenida De Las Flores,Rancho Santa Margarita,CA,92688,(949) 207-5070,-117.600935,33.64079
"Walmart - Richmond ,",#3455,1400 Hilltop Mall Rd,Richmond,CA,94806,(510) 669-1342,-122.328368,37.978975
"Walmart Supercenter - Rosemead ,",#5154,1827 Walnut Grove Blvd,Rosmead,CA,91770,(626) 307-1010,-118.0839,34.050379
"Walmart Supercenter - Palm City,",#5938,575 Saturn Blvd,San Diego,CA,92154,(619) 205-6140,-117.089283,32.586185
"Walmart - San Leandro ,",#5434,15555 Hesperian Blvd,San Leandro,CA,94579,(510) 351-0108,-122.13035,37.688639
"Wm Nbrhd Mkt - San Ramon,",#5610,9100 Alcosta Blvd,San Ramon,CA,94583,(925) 364-9207,-121.929542,37.729652
"Walmart Supercenter - Stockton ,",#3352,10355 Trinity Pkwy,Stockton,CA,95219,(209) 235-0558,-121.375781,38.050891
"Walmart Supercenter - Victorville ,",#1588,11896 Amargosa Rd,Victorville,CA,92395,(760) 951-5005,-117.352133,34.465932
"Walmart Supercenter - Golden/Evergreen ,",#2293,952 Swede Gulch Rd,Golden,CO,80439,(303) 526-1649,-105.328518,39.70049
"Walmart Supercenter - Longmont ,",#0905,2285 E Ken Pratt Blvd,Longmont,CO,80504,(303) 678-0803,-105.047837,40.158656
"Walmart Supercenter - Monument,",#3227,16218 Jackson Creek Pkwy,Monument,CO,80132,(719) 484-0912,-104.8535944,39.0663666
"Wm Nbrhd Mkt - Thornton,",#3019,850 E 88th Ave,Thornton,CO,80229,(303) 287-4404,-104.975893,39.855331
"Walmart Supercenter - Timnath, Gas/Diesel,",#4599,4500 Weitzel St,Timnath,CO,80547,(970) 484-0328,-104.990272,40.525855
"Walmart Supercenter - Westminster ,",#3867,200 West 136th Ave,Westminster,CO,80234,(720) 929-1758,-104.990644,39.941656
"Walmart - Milford,",#5294,1365 Boston Post Rd,Milford,CT,06460,(203) 301-0559,-73.034021,41.240068
"Walmart - West Haven,",#3803,515 Sawmill Rd,West Haven,CT,06516,(203) 931-2081,-72.976688,41.269997
"Walmart Supercenter - Boynton Beach,",#5911,3625 Federal Hwy,Boynton Beach,FL,33435,(561) 600-3088,-80.06404,26.49211
"Walmart Supercenter - Bradenton,",#5727,5810 Ranch Lake Rd,Bradenton,FL,34202,(941) 799-5538,-82.456661,27.437742
"Walmart Supercenter - Gibsonton , Gas/Diesel,",#5300,9205 Gibsonton Dr,Gibsonton,FL,33534,(813) 672-0739,-82.35421,27.848314
"Wm Nbrhd Mkt - Hialeah Gardens,",#5615,11800 Hialeah Gardens Blvd,Hialeah Gardens,FL,33018,(305) 913-1168,-80.35284,25.882119
"Walmart Supercenter - Jacksonville,",#4444,10251 Shops Ln,Jacksonville,FL,32258,(904) 288-8211,-81.556518,30.178441
"Walmart Supercenter - Jacksonville (N),",#3702,13227 City Square Dr,Jacksonville,FL,32218,(904) 751-5552,-81.639618,30.477584
"Walmart Supercenter - Jacksonville (Clinton) , Gas/Diesel,",#3309,4250 Phillips Hwy,Jacksonville,FL,32207,(904) 737-7007,-81.629744,30.281628
"Walmart Supercenter - Lake Park , Gas/Diesel,",#3348,101 N Congress Ave,Lake Park,FL,33403,(561) 842-8113,-80.087339,26.79495
"Walmart Supercenter - Miami Gardens ,",#3397,17650 Norhwest 2nd Ave.,Miami Gardens,FL,33169,(305) 651-4661,-80.20708,25.93681
"Wm Nbrhd Mkt - Orlando ,",#5875,12550 Orange Blossom Trl,Orlando,FL,32837,(407) 541-1273,-81.405387,28.38202
"Walmart Supercenter - Palm Springs,",#5882,2765 10th Ave N,Palm Springs,FL,33461,(561) 223-4357 (NOP),-80.08436,26.62954
"Walmart Supercenter - Pembroke Pines,",#5932,12800 Pines Blvd,Pembroke Pines,FL,33027,(954) 378-1542 (NOP),-80.317574,26.005371
"Walmart Supercenter - Port Charlotte (E) , Gas/Diesel,",#3349,375 Kings Hwy,Port Charlotte,FL,33983,(941) 625-1201,-82.046416,27.024354
"Walmart Supercenter - Port St. Lucie ,",#4260,1850 S.w. Gatlin Blvd,Port St. Lucie,FL,34953,(772) 336-8212,-80.404946,27.263307
"Wm Nbrhd Mkt - Riverview,",#5622,10863 Bloomingdale Blvd,Riverview,FL,33578,(813) 261-3596,-82.320071,27.892335
"Walmart Supercenter - Tallahassee,",#4427,3221 N Monroe St,Tallahassee,FL,32303,(850) 562-8383,-84.316981,30.48777
"Wm Nbrhd Mkt - Tampa ,",#5760,1601 West Kennedy Blvd,Tampa,FL,33606,(813) 254-6125,-82.475736,27.945392
"Wm Nbrhd Mkt - Tampa ,",#5221,8885 North Florida Ave,Tampa,FL,33604,(813) 932-0562,-82.458216,28.032038
"Walmart Supercenter - West Palm Beach,",#4446,4225 45th St,West Palm Beach,FL,33407,(561) 683-8300,-80.103231,26.761443
"Walmart Express - Atlanta,",#5010,1030 Delta Blvd,Atlanta,GA,30354,(404) 305-8881,-84.421991,33.657242
"Walmart Supercenter - Atlanta,",#3775,1801 Howell Mill Rd Nw,Atlanta,GA,30318,(404) 352-5252,-84.411515,33.803171
"Walmart Supercenter - Atlanta (Gresham),",#3709,2427 Gresham Rd Se,Atlanta,GA,30316,(404) 244-3034,-84.311831,33.718828
"Walmart Supercenter - Atlanta,",#3008,835 Martin Luther King Jr Dr,Atlanta,GA,30314,(404) 460-2703,-84.414541,33.755166
"Walmart Supercenter - Buford (E) , Gas/Diesel,",#3786,3250 Sardis Church Rd,Buford,GA,30519,(678) 546-6464,-83.92101,34.077988
"Walmart Supercenter - Covington,",#0459,10300 Industrial Blvd,Covington,GA,30015,(770) 787-8030,-83.82934,33.61123
"Walmart Supercenter - Ellenwood,",#3609,2940 Anvil Block Rd,Ellenwood,GA,30294,(404) 361-6811,-84.292897,33.635338
"Walmart Supercenter - Grovetown,",#5735,5010 Steiner Way,Grovetown,GA,30813,(706) 860-8883,-82.19568,33.480845
"Walmart Supercenter - Lithonia , Gas/Diesel,",#1340,5401 Fairington Rd,Lithonia,GA,30038,(770) 593-3540,-84.167617,33.701298
"Walmart - Locust Grove, Gas/Diesel,",#5709,4949 Bill Gardner Pkwy,Locust Grove,GA,30248,(678) 734-3395,-84.120028,33.357762
"Walmart Supercenter - Oakwood,",#3627,3875 Mundy Mill Rd,Oakwood,GA,30566,(770) 535-6543,-83.873808,34.231819
"Walmart Supercenter - Stockbridge (S)  , Gas/Diesel,",#3402,1400 Hudson Bridge Rd,Stockbridge,GA,30281,(770) 474-0123,-84.235122,33.506642
"Walmart - Honolulu,",#3478,700 Keeaumoku St,Honolulu,HI,96814,(808) 955-8441,-157.842231,21.29528
"Walmart - Kapolei,",#3883,91-600 Farrington Hwy,Kapolei,HI,96707,(808) 206-9069,-158.073929,21.342515
"Walmart Supercenter - Osceola,",#4606,2400 College Dr,Osceola,IA,50213,(641) 342-1650,-93.799986,41.023286
"Walmart Supercenter - West Des Moines,",#3762,6365 Stagecoach Dr,West Des Moines,IA,50266,(515) 453-2747,-93.796485,41.558832
"Walmart Supercenter - Nampa (NE), Gas,",#3739,5875 East Franklin Rd,Nampa,ID,83687,(208) 461-6481,-116.510938,43.603899
"Walmart Supercenter - Smelterville,",#4249,583 Commerce Dr,Smelterville,ID,83868,(208) 783-0426,-116.185522,47.544743
"Walmart Supercenter - Bourbonnais,",#1307,2080 No. St. Route 50,Bourbonnais,IL,60914,(815) 937-5100,-87.847576,41.190431
"Walmart Supercenter - Chicago,",#5965,10900 S Doty Ave,Chicago,IL,60628,(773) 344-9016,-87.597459,41.69615
"Walmart Supercenter - Collinsville,",#0361,1040 Collinsville Crossing,Collinsville,IL,62234,(618) 344-4480,-90.016944,38.67543
"Walmart Supercenter - Country Club Hills,",#5486,4005 West 167th St,Country Club Hills,IL,60478,(708) 647-1689,-87.715901,41.58456
"Walmart Supercenter - Kankakee,",#4323,505 Riverstone Pkwy,Kankakee,IL,60901,(815) 802-1884,-87.86092,41.079471
"Walmart Supercenter - Romeoville,",#4531,420 Weber Rd,Romeoville,IL,60446,(815) 439-1666,-88.12555,41.607423
"Walmart Supercenter - Columbus (N),",#4216,2025 Merchant Mile,Columbus,IN,47201,(812) 376-8680,-85.9455,39.19788
"Walmart Supercenter - Greenwood, Gas/Diesel,",#3435,1133 No. Emerson Rd,Greenwood,IN,46143,(317) 885-9059,-86.079982,39.634923
"Wm Nbrhd Mkt - Indianapolis ,",#5408,3805 South Keystone Ave,Indianapolis,IN,46227,(317) 786-3485,-86.119706,39.71109
"Walmart Supercenter - Indianapolis,",#3781,4545 Lafayette Rd,Indianapolis,IN,46254,(317) 328-0325,-86.246301,39.838462
"Walmart Supercenter - Terre Haute,",#4235,2399 South State Rd 46,Terre Haute,IN,47803,(812) 872-2520,-87.335776,39.438713
"Walmart Supercenter - Gardner,",#5307,1725 East Santa Fe St,Gardner,KS,66030,(913) 884-8004,-94.891749,38.809102
"Wm Nbrhd Mkt - Overland Park ,",#5180,10303 Metcalf Ave,Overland Park,KS,66212,(913) 642-3544,-94.666018,38.940808
"Wm Nbrhd Mkt - Shawnee ,",#5308,11010 West 74th Terrace,Shawnee,KS,66203,(913) 268-3356,-94.715461,38.994457
"Walmart Supercenter - Lexington , Gas/Diesel,",#3894,2350 Grey Lag Way Rd,Lexington,KY,40509,(859) 263-0999,-84.423036,38.037663
"Wm Nbrhd Mkt - Louisville ,",#4523,201 Blankenbaker Pkwy,Louisville,KY,40243,(502) 244-2904,-85.545131,38.24235
"Walmart Supercenter - Middletown,",#4450,12981 Shelbyville Rd,Middletown,KY,40243,(502) 244-2551,-85.513144,38.246442
"Walmart Supercenter - Amite , Gas/Diesel,",#3616,1200 West Oak St,Amite,LA,70422,(985) 748-7707,-90.529219,30.728076
"Wm Nbrhd Mkt - Baton Rouge ,",#5327,9830 Old Hammond Hwy,Baton Rouge,LA,70816,(225) 248-1616,-91.079391,30.431447
"Wm Nbrhd Mkt - Kenner,",#3703,3520 Williams Blvd,Kenner,LA,70065,(504) 466-6882,-90.239015,30.020321
"Walmart Supercenter - Lake Charles, Gas,",#0469,3415 Gerstner Memorial Blvd,Lake Charles,LA,70607,(337) 477-7799,-93.177377,30.195556
"Walmart Supercenter - Leominster,",#2964,11 Jungle Rd,Leominster,MA,01453,(978) 466-1313,-71.727704,42.491976
"Walmart Supercenter - Arbutus,",#3720,3601 Washington Blvd,Arbutus,MD,21227,(410) 737-7700,-76.669396,39.248375
"Walmart Supercenter - Severn,",#1875,407 George Clauss Blvd,Severn,MD,21144,(410) 582-9990,-76.64787,39.146276
"Walmart Supercenter - Waterville,",#2013,80 Waterville Commons Dr,Waterville,ME,04901,(207) 877-8774,-69.644303,44.569368
"Walmart Supercenter - Clio , Gas/Diesel,",#4243,11493 North Linden Rd,Clio,MI,48420,(810) 564-3149,-83.776242,43.174764
"Walmart Supercenter - Fowlerville,",#4540,970 Gehringer Dr,Foelerville,MI,48836,(517) 223-8605,-84.077709,42.648042
"Walmart Supercenter - Livonia,",#2631,29555 Plymouth Rd,Livonia,MI,48150,(734) 524-0577,-83.336405,42.367507
"Walmart Supercenter - Austin,",#4257,1000 18th Ave. Nw,Austin,MN,55912,(507) 434-8176,-92.987098,43.686934
"Walmart Supercenter - Brooklyn Center,",#5625,1200 Shingle Creek Crossing,Brooklyn Center,MN,55430,(763) 354-1941,-93.316911,45.057023
"Walmart Supercenter - Sauk Center,",#4253,205 12th St. S.,Sauk Center,MN,56378,(320) 352-7954,-94.946898,45.72208
"Walmart Supercenter - Kansas City,",#4553,11601 East Us 40 Hwy,Kansas City,MO,64133,(816) 313-1183,-94.44279,39.045669
"Walmart Supercenter - St. Louis,",#1265,10741 West Florissant,St. Louis,MO,63136,(314) 521-3422,-90.282685,38.766003
"Walmart Supercenter - Laurel,",#4412,101 Bernhardt,Laurel,MT,59044,(406) 628-3000,-108.760286,45.666646
"Walmart Supercenter - Belmont , Gas/Diesel,",#5085,701 Hawley Ave,Belmont,NC,28012,(704) 825-8885,-81.035095,35.254508
"Walmart Express - Benson, Gas,",#5138,702 S wall St,Benson,NC,27504,(919) 207-4024,-78.553584,35.376804
"Walmart Supercenter - Concord,",#4574,5825 Thunder Rd,Concord,NC,28027,(704) 979-2540,-80.724013,35.37742
"Walmart Supercenter - Conover,",#4224,201 Zelkova Court Nw,Conover,NC,28613,(828) 464-4441,-81.210043,35.72668
"Walmart Supercenter - Durham,",#1614,1525 Glenn School Rd,Durham,NC,27704,(919) 688-3595,-78.842048,36.028776
"Walmart Express - Four Oaks, Gas,",#5024,6043 Hwy 301,Four Oaks,NC,27524,(919) 963-1256,-78.421842,35.446715
"Walmart Supercenter - Garner,",#5743,5141 Hwy 42,Garner,NC,27529,(919) 772-7373,-78.554964,35.609188
"Walmart Supercenter - High Point ,",#1613,2628 S Main St,High Point,NC,27263,(336) 869-9633,-79.987999,35.926116
"Walmart Supercenter - Raleigh ,",#4484,8000 Town Dr,Raleigh,NC,27616,(919) 424-6235,-78.566372,35.869894
"Walmart Supercenter - Weaverville,",#4334,25 Northbridge Commons,Weaverville,NC,28787,(8280 645-5028,-82.578265,35.703458
"Walmart Supercenter - Fargo,",#4352,3757 55th Ave S,Fargo,ND,58104,(701) 526-1167,-96.84265,46.8019
"Walmart - Edison,",#5201,2220 Route 27,Edison,NJ,08818,(732) 650-1297,-74.377097,40.531438
"Walmart - Flanders,",#3291,40 International Dr South,Flanders,NJ,07836,(973) 347-7400,-74.708074,40.882796
"Walmart Supercenter - Kearny,",#5447,150 Harrison Ave,Kearny,NJ,07032,(201) 955-0280,-74.135969,40.747835
"Walmart - Riverdale,",#3443,48 Route 23 North,Riverdale,NJ,07457,(973) 835-5812,-74.313328,40.992282
"Walmart Supercenter - Albuquerque,",#5491,2266 Wyoming Blvd Ne,Albuquerque,NM,87112,(505) 293-8878,-106.548508,35.105801
"Walmart Supercenter - Edgewood,",#4201,66 State Rd #344,Edgewood,NM,87015,(505) 286-3043,-106.18941,35.07071
"Walmart Supercenter - Santa Fe,",#3423,5701 Herra Dr,Santa Fe,NM,87507,(505) 424-9304,-106.032518,35.618852
"Walmart Supercenter - Truth Or Consequences,",#4341,2001 H.r. Ashbaugh Dr,Truth Or Consequences,NM,87901,(575) 894-0343,-107.2496,33.1533
"Walmart Supercenter - Fernley,",#4370,1550 East Newlands Dr,Fernley,NV,89408,(775) 575-4832,-119.2318,39.61078
"Wm Nbrhd Mkt - Henderson ,",#3354,1401 American Pacific Dr,Henderson,NV,89074,(702) 564-9444,-115.047755,36.041072
"Wm Nbrhd Mkt - Las Vegas (Lamb) ,",#3355,1400 S Lamb Blvd,Las Vegas,NV,89104,(702) 431-1180,-115.079647,36.156693
"Walmart Supercenter - Mesquite ,",#3847,1120 West Pioneer Blvd,Mesquite,NV,89027,(702) 346-0208,-114.107398,36.805842
"Walmart Supercenter - Amherst,",#2210,3290 Sheridan Dr,Amherst,NY,14226,(716) 691-0195,-78.811757,42.981589
"Walmart Supercenter - Catskill ,",#2351,30 Catskill,Catskill,NY,12414,(518) 943-9423,-73.881764,42.212219
"Walmart - Commack,",#5202,85 Crooked Hill Rd,Commack,NY,11725,(631) 864-0806,-73.290884,40.811899
