storenum,opendate,date_super,conversion,st,county,streetaddr,strcity,strstate,type_store,strstate_order,region,statename,zipcode,Store Name,number,streetaddr1,strcity1,strstate1,zipcode1,phone-number,Longitude,Latitude
108,1975-02-01,NA,NA,40,083,1618 SOUTH DIVISION,Guthrie,OK,Wal-Mart,OK,South,Oklahoma,73044,"Walmart Supercenter - Guthrie,",#0108,1608 S Division,Guthrie,OK,73044,(405) 282-7900,-97.422295,35.861924
109,1975-02-01,1995-03-01,1,29,063,2000 NORTH WALNUT,Cameron,MO,Supercenter,MO,Midwest,Missouri,64429,"Walmart Supercenter - Cameron ,",#0109,2000 North Walnut,Cameron,MO,64429,(816) 632-9900,-94.232571,39.758362
111,1975-11-01,2003-06-25,1,20,133,2700 SOUTH SANTA FE,Chanute,KS,Supercenter,KS,Midwest,Kansas,66720,"Walmart Supercenter - Chanute,",#0111,2700 South Santa Fe,Chanute,KS,66720,(620) 431-3077,-95.4511135,37.65438
112,1975-04-01,2002-03-01,1,28,105,1010 HWY 12 WEST,Starkville,MS,Supercenter,MS,South,Mississippi,39759,"Walmart Supercenter - Starkville , Gas/Diesel,",#0112,1010 Hwy 12 West,Starkville,MS,39759,(662) 324-0374,-88.850213,33.444749
113,1975-07-01,2006-01-27,1,40,051,2001 SO. 1ST ST.,Chickasha,OK,Supercenter,OK,South,Oklahoma,73018,"Walmart Supercenter - Chickasha , Gas/Diesel,",#0113,2001 So. 1st St.,Chickasha,OK,73018,(405) 224-1867,-97.932335,35.030533
114,1975-04-01,NA,NA,28,117,200 WALMART CIRCLE,Booneville,MS,Wal-Mart,MS,South,Mississippi,38829,"Walmart Supercenter - Booneville,",#0114,300 Wal-mart Circle,Booneville,MS,38829,(662) 728-6211,-88.563198,34.677429
115,1976-09-01,NA,NA,28,025,1445 HWY 45 NORTH,West Point,MS,Wal-Mart,MS,South,Mississippi,39773,"Walmart Supercenter - West Point, Gas/Diesel,",#0115,1313 Hwy 45 S,West Point,MS,39773,(662) 494-1551,-88.657568,33.585519
116,1975-08-01,NA,NA,22,017,929 SOUTH PINE STREET,Vivian,LA,Wal-Mart,LA,South,Louisiana,71082,"Walmart - Vivian,",#0116,929 South Pine St,Vivian,LA,71082,(318) 375-4810,-93.985956,32.858069
117,1975-06-01,NA,NA,40,089,501 SOUTH PARK DRIVE,Broken Bow,OK,Wal-Mart,OK,South,Oklahoma,74728,"Walmart - Broken Bow,",#0117,501 South Park Dr,Broken Bow,OK,74728,(580) 584-3324,-94.738715,34.022364
118,1976-04-01,1993-03-01,1,28,095,1515 US HWY 278 EAST,Amory,MS,Supercenter,MS,South,Mississippi,38821,"Walmart Supercenter - Amory, Gas,",#0118,1515 Us Hwy 278 East,Amory,MS,38821,(662) 256-1590,-88.459284,33.968
119,1976-03-01,1994-03-01,1,05,063,3150 HARRISON STREET,Batesville,AR,Supercenter,AR,South,Arkansas,72501,"Walmart Supercenter - Batesville, Gas,",#0119,3150 Harrison St,Batesville,AR,72501,(870) 793-9004,-91.613873,35.763584
120,1976-03-01,NA,NA,47,053,2716 NORTH CENTRAL AVENUE,Humboldt,TN,Wal-Mart,TN,South,Tennessee,38343,"Walmart Supercenter - Humboldt , Gas/Diesel,",#0120,2716 North Central Ave,Humboldt,TN,38343,(731) 784-0025,-88.912891,35.840864
121,1975-09-01,1994-03-01,1,40,111,1800 SOUTH WOOD DRIVE,Okmulgee,OK,Supercenter,OK,South,Oklahoma,74447,"Walmart Supercenter - Okmulgee, Gas,",#0121,1800 South Wood Dr,Okmulgee,OK,74447,(918) 756-6790,-95.962994,35.605742
122,1975-11-01,1999-03-01,1,29,031,3051 EAST JACKSON BLVD.,Jackson,MO,Supercenter,MO,Midwest,Missouri,63755,"Walmart Supercenter - Jackson, Gas,",#0122,3051 East Jackson Blvd.,Jackson,MO,63755,(573) 243-3909,-89.634356,37.362931
123,1975-06-01,2003-10-29,1,40,133,1500 E. WRANGLER BLVD,Seminole,OK,Supercenter,OK,South,Oklahoma,74868,"Walmart Supercenter - Seminole , Gas/Diesel,",#0123,1500 E. Wrangler Blvd,Seminole,OK,74868,(405) 382-5290,-96.654363,35.247652
124,1975-03-01,1999-03-01,1,05,119,8801 BASELINE ROAD,Little Rock,AR,Supercenter,AR,South,Arkansas,72209,"Walmart Supercenter - Little Rock (S),",#0124,8801 Baseline Rd,Little Rock,AR,72209,(501) 565-0274,-92.376889,34.668366
125,1975-04-01,1999-03-01,1,05,131,2425 SOUTH ZERO ST,Fort Smith,AR,Supercenter,AR,South,Arkansas,72901,"Walmart Supercenter - Fort Smith (S), Gas,",#0125,2425 South Zero St,Fort Smith,AR,72901,(479) 646-6382,-94.407601,35.328885
126,1976-03-01,NA,NA,05,119,700 SOUTH BOWMAN BLV,Little Rock,AR,Wal-Mart,AR,South,Arkansas,72211,"Walmart Supercenter - Little Rock,",#5706,700 S Bowman Rd,Little Rock,AR,72211,(501) 223-9952,-92.409598,34.748207
127,1976-02-01,2005-04-13,1,05,059,1910 MARTIN LUTHER KING BLVD,Malvern,AR,Supercenter,AR,South,Arkansas,72104,"Walmart Supercenter - Malvern, Gas/Diesel,",#0127,1910 Martin Luther King Blvd,Malvern,AR,72104,(501) 337-9485,-92.831622,34.390712
128,1978-08-01,1998-03-01,1,05,031,1911 WEST PARKER RD,Jonesboro,AR,Supercenter,AR,South,Arkansas,72404,"Walmart Supercenter - Jonesboro (W),",#0128,1911 West Parker Rd,Jonesboro,AR,72404,(870) 972-6350,-90.732933,35.816092
129,1975-07-01,1994-03-01,1,40,019,1715 NORTH COMMERCE STREET,Ardmore,OK,Supercenter,OK,South,Oklahoma,73401,"Walmart Supercenter - Ardmore,",#0129,1715 North Commerce St,Ardmore,OK,73401,(580) 226-1257,-97.144399,34.193134
130,1975-07-01,2004-08-25,1,40,101,1000 WEST SHAWNEE ST,Muskogee,OK,Supercenter,OK,South,Oklahoma,74403,"Walmart Supercenter - Muskogee , Gas/Diesel,",#0130,1000 West Shawnee St,Muskogee,OK,74403,(918) 687-0058,-95.373217,35.771408
131,1975-11-01,1990-03-01,1,48,449,2311 SOUTH JEFFERSON,Mt. Pleasant,TX,Supercenter,TX,South,Texas,75455,"Walmart Supercenter - Mount Pleasant, Gas,",#0131,2311 South Jefferson,Mount Pleasant,TX,75455,(903) 572-0018,-94.965537,33.134392
132,1976-02-01,NA,NA,40,073,1213 SOUTH MAIN STREET,Kingfisher,OK,Wal-Mart,OK,South,Oklahoma,73750,"Walmart Supercenter - Kingfisher,",#0132,200 W Starlite Dr,Kingfisher,OK,73750,(405) 375-5743,-97.935077,35.828821
133,1976-05-01,NA,NA,05,081,1040 S CONSTITUTION,Ashdown,AR,Wal-Mart,AR,South,Arkansas,71822,"Walmart Supercenter - Ashdown,",#0133,297 Hwy 32 Bypass E,Ashdown,AR,71822,(870) 898-5126,-94.109939,33.657415
135,1976-04-01,2004-10-27,1,29,117,1000 GRAVES ST.,Chillicothe,MO,Supercenter,MO,Midwest,Missouri,64601,"Walmart Supercenter - Chillicothe ,",#0135,1000 Graves St.,Chillicothe,MO,64601,(660) 646-6000,-93.554927,39.776547
136,1976-04-01,NA,NA,40,071,1219 WEST DOOLIN,Blackwell,OK,Wal-Mart,OK,South,Oklahoma,74631,"Walmart - Blackwell,",#0136,1219 West Doolin,Blackwell,OK,74631,(580) 363-4111,-97.297297,36.810608
137,1976-10-01,1994-03-01,1,40,119,111 NORTH PERKINS ROAD,Stillwater,OK,Supercenter,OK,South,Oklahoma,74075,"Walmart Supercenter - Stillwater , Gas,",#0137,111 N Perkins Rd,Stillwater,OK,74075,(405) 372-2897,-97.049432,36.124628
138,1977-11-01,NA,NA,29,077,1923 EAST KEARNEY,Springfield,MO,Wal-Mart,MO,Midwest,Missouri,65803,"Walmart Supercenter - Springfield,",#0138,1923 East Kearney,Springfield,MO,65803,(417) 865-4545,-93.258463,37.240783
139,1976-07-01,NA,NA,40,087,1620 NORTH GREEN AVENUE,Purcell,OK,Wal-Mart,OK,South,Oklahoma,73080,"Walmart Supercenter - Purcell , Gas/Diesel,",#0139,2015 S Green Ave,Purcell,OK,73080,(405) 527-5621,-97.368975,34.987531
140,1976-09-01,2002-07-17,1,48,005,2500 DANIEL MCCALL DRIVE,Lufkin,TX,Supercenter,TX,South,Texas,75901,"Walmart Supercenter - Lufkin , Gas/Diesel,",#0140,2500 Daniel Mccall Dr,Lufkin,TX,75904,(936) 639-9600,-94.729492,31.29969
141,1976-05-01,1997-03-01,1,05,131,8301 ROGERS AVENUE,Fort Smith,AR,Supercenter,AR,South,Arkansas,72903,"Walmart Supercenter - Fort Smith (E),",#0141,8301 Rogers Ave,Fort Smith,AR,72903,(479) 484-5205,-94.338832,35.349231
143,1976-06-01,2000-03-01,1,21,157,310 WEST 5TH STREET,Benton,KY,Supercenter,KY,South,Kentucky,42025,"Walmart Supercenter - Benton, Gas,",#0143,310 West 5th St,Benton,KY,42025,(270) 527-1605,-88.360894,36.868769
144,1976-09-01,1994-03-01,1,05,143,2875 WEST 6TH STREET,Fayetteville,AR,Supercenter,AR,South,Arkansas,72704,"Walmart Supercenter - Fayetteville, Gas,",#0144,2875 West 6th St,Fayetteville,AR,72704,(479) 582-0428,-94.201064,36.05082
146,1976-03-01,1997-03-01,1,48,459,1923 NORTH WOOD,Gilmer,TX,Supercenter,TX,South,Texas,75644,"Walmart Supercenter - Gilmer ,",#0146,1923 North Wood,Gilmer,TX,75644,(903) 797-6501,-94.938581,32.747214
147,1976-07-01,1995-03-01,1,48,181,401 NORTH US HWY 75,Denison,TX,Supercenter,TX,South,Texas,75020,"Walmart Supercenter - Denison, Gas,",#0147,401 North Us Hwy 75,Denison,TX,75020,(903) 465-9744,-96.587476,33.761346
148,1976-06-01,1996-03-01,1,48,277,3855 LAMAR AVENUE,Paris,TX,Supercenter,TX,South,Texas,75460,"Walmart Supercenter - Paris, Gas,",#0148,3855 Lamar Ave,Paris,TX,75460,(903) 785-7168,-95.50577,33.663287
149,1977-03-01,2000-03-01,1,22,049,184 OLD WINFIELD RD,Jonesboro,LA,Supercenter,LA,South,Louisiana,71251,"Walmart Supercenter - Jonesboro , Gas,",#0149,184 Old Winfield Rd,Jonesboro,LA,71251,(318) 259-4149,-92.706792,32.228002
150,1976-10-01,1998-03-01,1,40,153,3215 WILLIAMS AVENUE,Woodward,OK,Supercenter,OK,South,Oklahoma,73801,"Walmart Supercenter - Woodward, Gas,",#0150,3215 Williams Ave,Woodward,OK,73801,(580) 254-3331,-99.383196,36.412935
151,1977-03-01,1994-03-01,1,40,121,432 SOUTH GEORGE NIGH EXWY,McAlester,OK,Supercenter,OK,South,Oklahoma,74501,"Walmart Supercenter - McAlester , Gas,",#0151,432 South George Nigh Exwy,Mcalester,OK,74501,(918) 423-8585,-95.74222,34.91899
152,1976-12-01,2004-10-27,1,29,099,12862 STATE ROAD 21,De Soto,MO,Supercenter,MO,Midwest,Missouri,63020,"Walmart Supercenter - De Soto,",#0152,12862 State Rd 21,De Soto,MO,63020,(636) 586-6878,-90.572958,38.152711
153,1976-10-01,1994-03-01,1,28,145,202 PARK PLAZA,New Albany,MS,Supercenter,MS,South,Mississippi,38652,"Walmart Supercenter - New Albany , Gas/Diesel,",#0153,202 Park Plaza,New Albany,MS,38652,(662) 534-9374,-89.031514,34.493501
155,1977-08-01,1994-03-01,1,28,137,5219 HWY 51 NORTH,Senatobia,MS,Supercenter,MS,South,Mississippi,38668,"Walmart Supercenter - Senatobia, Gas,",#0155,5219 Hwy 51 North,Senatobia,MS,38668,(662) 562-6202,-89.970634,34.629304
156,1977-01-01,NA,NA,29,155,STATE HWY 84 WEST,Caruthersville,MO,Wal-Mart,MO,Midwest,Missouri,63830,"Walmart - Caruthersville,",#0156,State Hwy 84 West,Caruthersville,MO,63830,(573) 333-1262,-89.66908,36.200696
157,1977-01-01,1994-03-01,1,05,145,3509 EAST RACE AVENUE,Searcy,AR,Supercenter,AR,South,Arkansas,72143,"Walmart Supercenter - Searcy, Gas,",#0157,3509 East Race Ave,Searcy,AR,72143,(501) 268-2207,-91.68787,35.24907
158,1977-05-01,1997-03-01,1,48,147,2021 NORTH HWY 121,Bonham,TX,Supercenter,TX,South,Texas,75418,"Walmart Supercenter - Bonham , Gas/Diesel,",#0158,2021 North Hwy 121,Bonham,TX,75418,(903) 583-9591,-96.193487,33.59651
159,1977-03-01,1998-03-01,1,29,019,415 CONLEY ROAD,Columbia,MO,Supercenter,MO,Midwest,Missouri,65201,"Walmart Supercenter - Columbia,",#0159,415 Conley Rd,Columbia,MO,65201,(573) 499-4935,-92.295834,38.954906
160,1977-01-01,1994-03-01,1,05,135,219 HIGHWAY 412,Ashflat,AR,Supercenter,AR,South,Arkansas,72513,"Walmart Supercenter - Ash Flat , Gas/Diesel,",#0160,219 Hwy 412,Ash Flat,AR,72513,(870) 994-7520,-91.5976,36.2373
161,1977-05-01,2002-02-20,1,47,017,180 VETERANS DRIVE N,Huntingdon,TN,Supercenter,TN,South,Tennessee,38344,"Walmart Supercenter - Huntingdon , Gas/Diesel,",#0161,180 Veterans Dr N,Huntingdon,TN,38344,(731) 986-4439,-88.43786,35.99715
162,1977-06-01,1997-03-01,1,40,015,1201 WEST PETREE RD,Anadarko,OK,Supercenter,OK,South,Oklahoma,73005,"Walmart Supercenter - Anadarko,",#0162,1201 West Petree Rd,Anadarko,OK,73005,(405) 247-2535,-98.262349,35.059464
163,1977-02-01,1993-03-01,1,48,347,4810 NORTH STREET,Nacogdoches,TX,Supercenter,TX,South,Texas,75965,"Walmart Supercenter - Nacogdoches ,",#0163,4810 North St,Nacogdoches,TX,75965,(936) 560-6969,-94.65342,31.650114
164,1977-02-01,NA,NA,28,115,350 WAL-MART CIRCLE,Pontotoc,MS,Wal-Mart,MS,South,Mississippi,38863,"Walmart Supercenter - Pontotoc , Gas/Diesel,",#0164,100 Mccord Rd,Pontotoc,MS,38863,(662) 489-7451,-89.022699,34.285372
165,1977-05-01,1996-03-01,1,48,401,2121 HWY 79 SOUTH,Henderson,TX,Supercenter,TX,South,Texas,75654,"Walmart Supercenter - Henderson , Gas/Diesel,",#0165,2121 Hwy 79 South,Henderson,TX,75654,(903) 657-5707,-94.802251,32.131774
166,1977-03-01,2002-10-30,1,29,215,1433 SO. SAM HOUSTON BLVD,Houston,MO,Supercenter,MO,Midwest,Missouri,65483,"Walmart Supercenter - Houston , Gas/Diesel,",#0166,1433 S Sam Houston Blvd,Houston,MO,65483,(417) 967-3302,-91.96006,37.31438
167,1977-04-01,2005-01-26,1,05,003,910 UNITY ROAD,Crossett,AR,Supercenter,AR,South,Arkansas,71635,"Walmart Supercenter - Crossett , Gas/Diesel,",#0167,910 Unity Rd,Crossett,AR,71635,(870) 364-2165,-91.942048,33.136998
168,1978-02-07,2000-03-01,1,40,143,12101 E 96TH ST. N,Owasso,OK,Supercenter,OK,South,Oklahoma,74055,"Walmart Supercenter - Owasso , Gas/Diesel,",#0168,12101 E 96th St. N,Owasso,OK,74055,(918) 272-6609,-95.838,36.294264
169,1977-09-01,NA,NA,05,085,1400 NORTH CENTER,Lonoke,AR,Wal-Mart,AR,South,Arkansas,72086,"Walmart Supercenter - Wynne , Gas/Diesel,",#0068,800 Hwy 64 East,Wynne,AR,72396,(870) 238-8129,-90.777691,35.252414
170,1977-10-01,1995-03-01,1,22,069,925 KEYSER AVE,Natchitoches,LA,Supercenter,LA,South,Louisiana,71457,"Walmart Supercenter - Natchitoches, Gas,",#0170,925 Keyser Ave,Natchitoches,LA,71457,(318) 352-5607,-93.06655,31.751567
171,1977-11-01,NA,NA,05,103,1270 STATE HWY 4 BYPASS SW,Camden,AR,Wal-Mart,AR,South,Arkansas,71701,"Walmart Supercenter - Camden, Gas/Diesel,",#0171,950 California Ave Sw,Camden,AR,71701,(870) 836-8000,-92.836702,33.568107
172,1977-07-01,1988-03-01,1,29,071,5886 HWY 100,Washington,MO,Supercenter,MO,Midwest,Missouri,63090,"Walmart Supercenter - Washington , Gas/Diesel,",#0172,1701 Aroy Dr,Washington,MO,63090,(636) 239-1993,-90.993845,38.540794
173,1977-10-01,2003-05-21,1,29,221,#1 MEMORIAL DRIVE,Potosi,MO,Supercenter,MO,Midwest,Missouri,63664,"Walmart Supercenter - Potosi , Gas/Diesel,",#0173,1 Memorial Dr,Potosi,MO,63664,(573) 438-5441,-90.772463,37.923917
174,1985-10-15,2005-01-26,1,12,009,2700 CLEARLAKE ROAD,Rockledge,FL,Supercenter,FL,South,Florida,32922,"Walmart Supercenter - Cocoa ,",#0174,2700 Clearlake Rd,Cocoa,FL,32922,(321) 639-1610,-80.754118,28.395162
175,1977-11-01,1996-03-01,1,47,157,560 WEST POPLAR AVE,Collierville,TN,Supercenter,TN,South,Tennessee,38017,"Walmart Supercenter - Collierville ,",#0175,560 West Poplar Ave,Collierville,TN,38017,(901) 854-5100,-89.680998,35.047412
176,1977-07-01,NA,NA,28,139,822 CITY AVENUE SOUTH,Ripley,MS,Wal-Mart,MS,South,Mississippi,38663,"Walmart - Ripley,",#0176,822 City Ave South,Ripley,MS,38663,(662) 837-0014,-88.95042,34.723258
177,1977-11-01,1997-03-01,1,47,079,1210 MINERAL WELL AV,Paris,TN,Supercenter,TN,South,Tennessee,38242,"Walmart Supercenter - Paris,",#0177,1210 Mineral Well Av,Paris,TN,38242,(731) 644-0290,-88.308484,36.282009
178,1977-11-01,1997-03-01,1,40,151,914 E OKLAHOMA BLVD,Alva,OK,Supercenter,OK,South,Oklahoma,73717,"Walmart Supercenter - Alva,",#0178,914 E Oklahoma Blvd,Alva,OK,73717,(580) 327-4021,-98.645167,36.798401
179,1977-02-01,2001-03-14,1,29,077,3520 W SUNSHINE ST.,Springfield,MO,Supercenter,MO,Midwest,Missouri,65807,"Walmart Supercenter - Springfield (W) , Gas/Diesel,",#0179,3520 W Sunshine St.,Springfield,MO,65807,(417) 862-7447,-93.3521,37.18148
180,1978-03-14,1994-03-01,1,48,073,1311 SOUTH JACKSON,Jacksonville,TX,Supercenter,TX,South,Texas,75766,"Walmart Supercenter - Jacksonville , Gas/Diesel,",#0180,1311 South Jackson,Jacksonville,TX,75766,(903) 589-3434,-95.265217,31.951927
181,1978-08-08,2005-05-18,1,48,037,800 JAMES BOWIE DRIVE,New Boston,TX,Supercenter,TX,South,Texas,75570,"Walmart Supercenter - New Boston , Gas/Diesel,",#0181,800 James Bowie Dr,New Boston,TX,75570,(903) 628-5557,-94.403569,33.471825
182,1979-06-01,2001-07-18,1,28,151,1831 S DR MARTIN L. KING BLVD,Greenville,MS,Supercenter,MS,South,Mississippi,38701,"Walmart Supercenter - Greenville , Gas/Diesel,",#0182,1831 S Dr Martin L. King Blvd,Greenville,MS,38701,(662) 332-9026,-91.038752,33.367851
183,1977-10-01,2004-08-25,1,28,159,159 HIGHWAY 15 SOUTH,Louisville,MS,Supercenter,MS,South,Mississippi,39339,"Walmart Supercenter - Louisville , Gas/Diesel,",#0183,159 Hwy 15,Louisville,MS,39339,(662) 773-7823,-89.083568,33.122203
184,1978-02-01,2005-05-25,1,29,095,600 N.E. CORONADO DRIVE,Blue Springs,MO,Supercenter,MO,Midwest,Missouri,64014,"Walmart Supercenter - Blue Springs , Gas/Diesel,",#0184,600 NE Coronado Dr,Blue Springs,MO,64014,(816) 224-4800,-94.254931,39.024952
185,1993-07-21,2002-03-01,1,48,097,1800 LAWRENCE ST.,Gainesville,TX,Supercenter,TX,South,Texas,76240,"Walmart Supercenter - Gainesville , Gas/Diesel,",#0185,1800 Lawrence St.,Gainesville,TX,76240,(940) 668-6898,-97.135682,33.644639
186,1977-11-01,2004-10-27,1,20,015,301 SO. VILLAGE ROAD,El Dorado,KS,Supercenter,KS,Midwest,Kansas,67042,"Walmart Supercenter - El Dorado,",#0186,301 So. Village Rd,El Dorado,KS,67042,(316) 322-8100,-96.891658,37.815626
188,1977-07-01,1994-03-01,1,29,031,3439 WILLIAMS STREET,Cape Girardeau,MO,Supercenter,MO,Midwest,Missouri,63701,"Walmart Supercenter - Cape Girardeau,",#0188,3439 Williams St,Cape Girardeau,MO,63701,(573) 335-4600,-89.584739,37.301211
189,1977-07-01,1993-03-01,1,29,001,2206 NORTH BALTIMORE,Kirksville,MO,Supercenter,MO,Midwest,Missouri,63501,"Walmart Supercenter - Kirksville, Gas,",#0189,2206 North Baltimore,Kirksville,MO,63501,(660) 627-7100,-92.580839,40.216504
190,1977-07-01,1995-03-01,1,29,069,1500 EAST FIRST ST,Kennett,MO,Supercenter,MO,Midwest,Missouri,63857,"Walmart Supercenter - Kennett, Gas,",#0190,1500 East First St,Kennett,MO,63857,(573) 888-2084,-90.037473,36.237805
192,1981-09-15,2002-03-20,1,47,119,2200 BROOKMEAD DRIVE,Columbia,TN,Supercenter,TN,South,Tennessee,38401,"Walmart Supercenter - Columbia,",#0192,2200 Brookmead Dr,Columbia,TN,38401,(931) 881-6892,-87.051627,35.597807
194,1985-01-22,2001-07-18,1,48,201,4900 GARTH ROAD,Baytown,TX,Supercenter,TX,South,Texas,77520,"Walmart Supercenter - Baytown , Gas/Diesel,",#0194,4900 Garth Rd,Baytown,TX,77521,(281) 421-4859,-94.975386,29.776244
195,1977-07-01,NA,NA,29,047,2203 PATSY LANE,Excelsior Springs,MO,Wal-Mart,MO,Midwest,Missouri,64024,"Walmart Supercenter - Excelsior Springs , Gas/Diesel,",#0195,2203 Patsy Lane,Excelsior Springs,MO,64024,(816) 630-1003,-94.265186,39.33046
196,1977-07-01,1993-03-01,1,17,077,1450 EAST MAIN,Carbondale,IL,Supercenter,IL,Midwest,Illinois,62901,"Walmart Supercenter - Carbondale ,",#0196,1450 East Main,Carbondale,IL,62901,(618) 457-2033,-89.186963,37.73577
197,1977-07-01,2003-08-27,1,17,109,1730 E JACKSON ROAD,Macomb,IL,Supercenter,IL,Midwest,Illinois,61455,"Walmart Supercenter - Macomb,",#0197,1730 E Jackson Rd,Macomb,IL,61455,(309) 836-3311,-90.641433,40.460029
198,1977-07-01,2003-04-16,1,17,121,1870 WEST MAIN ST.,Salem,IL,Supercenter,IL,Midwest,Illinois,62881,"Walmart Supercenter - Salem, Gas/Diesel,",#0198,1870 West Main St.,Salem,IL,62881,(618) 548-4383,-88.981278,38.625091
199,1977-07-01,NA,NA,17,107,1501 WOODLAWN ROAD,Lincoln,IL,Wal-Mart,IL,Midwest,Illinois,62656,"Walmart Supercenter - Lincoln,",#0199,825 Malerich Dr,Lincoln,IL,62656,(217) 735-2314,-89.397861,40.155327
200,1977-07-01,NA,NA,17,137,1205 W MORTON ROAD,Jacksonville,IL,Wal-Mart,IL,Midwest,Illinois,62650,"Walmart Supercenter - Jacksonville,",#0200,1941 W Morton Ave,Jacksonville,IL,62650,(217) 245-5146,-90.270231,39.721861
203,1978-08-29,1998-03-01,1,29,115,937 PARK CIRCLE DR,Brookfield,MO,Supercenter,MO,Midwest,Missouri,64628,"Walmart Supercenter - Brookfield,",#0203,937 Park Circle Dr,Brookfield,MO,64628,(660) 258-7416,-93.072707,39.768584
204,1978-02-14,NA,NA,21,033,500 US HWY 62 WEST,Princeton,KY,Wal-Mart,KY,South,Kentucky,42445,"Walmart Supercenter - Princeton,",#0204,1500 Us Hwy 62,Princeton,KY,42445,(270) 365-7692,-87.903253,37.111905
205,1978-03-28,1994-03-01,1,28,099,1002 BEACON STREET,Philadelphia,MS,Supercenter,MS,South,Mississippi,39350,"Walmart Supercenter - Philadelphia, Gas,",#0205,1002 Beacon St,Philadelphia,MS,39350,(601) 656-4166,-89.12754,32.768605
206,1978-03-28,2005-07-20,1,48,085,2041 REDBUD BLVD,McKinney,TX,Supercenter,TX,South,Texas,75069,"Walmart Supercenter - McKinney,",#0206,2041 Redbud Blvd,Mckinney,TX,75069,(972) 542-9585,-96.629853,33.221132
207,1978-03-21,NA,NA,40,117,1004 NORTH BROADWAY,Cleveland,OK,Wal-Mart,OK,South,Oklahoma,74020,"Walmart Supercenter - Cleveland,",#0207,772 N Airport Rd,Cleveland,OK,74020,(918) 358-3553,-96.462655,36.29857
208,1978-04-04,NA,NA,20,021,2970 MILITARY AVENUE,Baxter Springs,KS,Wal-Mart,KS,Midwest,Kansas,66713,"Walmart - Baxter Springs,",#0208,2970 Military Ave,Baxter Springs,KS,66713,(620) 856-2327,-94.739594,37.006827
209,1978-06-01,NA,NA,05,047,1516 NORTH 18TH STREET,Ozark,AR,Wal-Mart,AR,South,Arkansas,72949,"Walmart - Ozark,",#0209,1516 N 18th St,Ozark,AR,72949,(479) 667-2143,-93.844417,35.503679
210,1978-07-18,NA,NA,40,063,500 EAST HIGHWAY 270,Holdenville,OK,Wal-Mart,OK,South,Oklahoma,74848,"Walmart - Holdenville,",#0210,500 East Hwy 270,Holdenville,OK,74848,(405) 379-6688,-96.381471,35.08734
211,1978-09-12,1998-03-01,1,48,217,401 COKE STREET,Hillsboro,TX,Supercenter,TX,South,Texas,76645,"Walmart Supercenter - Hillsboro , Gas/Diesel,",#0211,401 Coke St,Hillsboro,TX,76645,(254) 582-2523,-97.098897,32.004099
212,1977-11-01,1999-03-01,1,40,027,333 INTERSTATE DRIVE,Norman,OK,Supercenter,OK,South,Oklahoma,73069,"Walmart Supercenter - Norman, Gas,",#0212,333 Interstate Dr,Norman,OK,73069,(405) 329-4000,-97.482403,35.221414
213,1978-05-16,1999-03-01,1,17,135,1205 WEST FERDON ST,Litchfield,IL,Supercenter,IL,Midwest,Illinois,62056,"Walmart Supercenter - Litchfield , Gas,",#0213,1205 West Ferdon St,Litchfield,IL,62056,(217) 324-6195,-89.66842,39.18498
214,1978-10-10,1994-03-01,1,48,241,800 WEST GIBSON,Jasper,TX,Supercenter,TX,South,Texas,75951,"Walmart Supercenter - Jasper , Gas/Diesel,",#0214,800 West Gibson,Jasper,TX,75951,(409) 384-1707,-94.015859,30.907312
215,1979-05-15,NA,NA,28,097,620 SOUTH APPLEGATE ST,Winona,MS,Wal-Mart,MS,South,Mississippi,38967,"Walmart - Winona,",#0215,620 South Applegate St,Winona,MS,38967,(662) 283-3814,-89.736577,33.473204
216,1979-03-27,NA,NA,17,199,2705 WALTON WAY,Marion,IL,Wal-Mart,IL,Midwest,Illinois,62959,"Walmart Supercenter - Marion,",#0216,2802 Outer Rd Dr,Marion,IL,62959,(618) 997-5618,-88.97135,37.747135
217,1978-09-05,1999-03-01,1,48,121,801 WEST MAIN,Lewisville,TX,Supercenter,TX,South,Texas,75067,"Walmart Supercenter - Lewisville,",#0217,801 West Main,Lewisville,TX,75067,(972) 436-3099,-97.013377,33.046533
218,1979-04-10,1998-03-01,1,47,109,1017 MULBERRY AVENUE,Selmer,TN,Supercenter,TN,South,Tennessee,38375,"Walmart Supercenter - Selmer, Gas,",#0218,1017 Mulberry Ave,Selmer,TN,38375,(731) 645-7938,-88.573201,35.139889
219,1978-10-03,1993-03-01,1,29,159,3201 WEST BROADWAY,Sedalia,MO,Supercenter,MO,Midwest,Missouri,65301,"Walmart Supercenter - Sedalia, Gas,",#0219,3201 West BRdway,Sedalia,MO,65301,(660) 826-7800,-93.269814,38.708112
